artist,date,year,auction house,seller,Lot Number,Artwork Title,Measurements,purchaser,pounds,shillings,pence
"LANDSEER, Charles",4/21/1853,1853,Christie's,Ralph Bernal,90,An Old Gravel Pit. Drawing,5x10!,,4,14,6
"LANDSEER, Sir Edwin",4/28/1877,1877,Christie's,Albert Grant,90,An old Lady,,,246,15,0
"MURILLO, Bartolom Estban",6/5/1846,1846,Christie's,Edward Higginson,90,An old Man,,,,,
"MORLAND, George",3/24/1888,1888,Christie's,Frederick Fish,90,An old Man in Armchair,611,Walmesley,635,5,0
"REYNOLDS, Sir Joshua",7/27/1821,1821,Mr. Christie,Danby.,,An Old Man Smoking,,Cremetti,420,0,0
"ROBERTS, David",5/17/1879,1879,Christie's,Alfred Brooks.,,An old Man with a Book,,Smith,31,10,0
"LEADER, Benjamin Williams",5/21/1881,1881,Christie's,Henry Lovatt,,An old Man.,,,304,10,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,,,An old Man.,,Gooden and Fox,315,0,0
"REYNOLDS, Sir Joshua",2/3/1810,1810,Mr. Christie,Masters,,An Old Man. Drawing,,,18,7,6
"LANDSEER, Sir Edwin",5/10/1849,1849,Phillips,,,An Old Man. Drawing,,,53,11,0
"HONDIUS, Abraham.",5/6/1775,1775,Mr. Christie,Robert Strange,,An Old Man. Drawing,,,32,11,0
"MATSYS, Quentin",1/15/1886,1886,Christie's,Col. Alexander Ridgvvay,90,An old Man's Head,,West,2,4,0
"JOANOWITSCH, Paul",3/18/1893,1893,Christie's,"Henry Wallis, dec",89,An old Man's Head,,Howard,2,2,0
"MELIN, Joseph",7/16/1887,1887,Christie's,,,An old Man's Head,,,59,17,0
"LANDSEER, Sir Edwin",4/28/1877,1877,Christie's,Albert Grant,89,An old Man's Head.,,,105,0,0
"PROUT, Samuel",4/23/1853,1853,Christie's,Ralph Bernal,89,An old Mill and Bridge,x4,Gooden,178,10,0
"LIPPI, Filippo",6/21/1879,1879,Christie's,Alexander Barker,89,An Old Oak in a Landscape,,,63,0,0
"HUNT, William Henry",5/16/1864,1864,Christie's,William Hunt,89,An old Ruin. Drawing,,,,,
"MAINARDI, Bastiano",3/3/06,1906,Christie's,A. A. Ram,89,An Old Sailor,836,Quilter,168,0,0
"REYNOLDS, Sir Joshua",12/17/1887,1887,Christie's,Stephen T. Tucker,89,An Old Woman,,Harman,162,15,0
"MOREELZE, Paul",6/14/1902,1902,Christie's,,,An old Woman,,Buttery,220,10,0
"REYNOLDS, Sir Joshua",5/8/1885,1885,Christie's,S. Herman de Zoete,89,An old Woman Seated,1 x 26,Donaldson,5775,0,0
"HUNT, William Henry",5/27/1860,1860,Christie's,John Mitchell,89,An old WomanHis Nurse,,,46,0,0
"HUNT, William Henry",4/22/1853,1853,Christie's,,,An Open Landscape,,M. Colnaghi,173,5,0
"HUNT, William Henry",4/22/1853,1853,Christie's,,,An Oriental Prince,,Smith,714,0,0
"REYNOLDS, Sir Joshua",3/8/1823,1823,Mr. Christie,"Sir Henry Charles Englefield, dec",,An Outhouse. Drawing,,,21,0,0
"PYNAKER, Adam",6/20/1838,1838,Foster's,JohnBartie,89,An Overshot Mill,,Knight,118,13,0
"REYNOLDS, Sir Joshua",2/2/1889,1889,Christie's,,,An Overshot Mill,,Tooth,1753,0,0
"LAMPI, Johann Baptiste von.",7/5/1899,1899,Christie's,Foreign Nobleman,89,An Owl on a Stand,,M. Colnaghi,250,0,0
"OLIVER, Isaac",7/4/1892,1892,Christie's,Charles Magniac,89,An Ox in a Stall,7 x 27,Boussod,304,10,0
"RAPHAEL, Sanzio",3/24/1888,1888,Christie's,H. L. Puxley,89,An Undershot Mill,3^x53,Hardy,157,10,0
"JANSSEN, or JOHNSON, Cornelius",11/16/1724,1724,Cock,Mr. Sykes,89,An Unfrequented Path,7 x 23!,Biell,152,5,0
"HALSWELLE, Keeley",5/31/1897,1897,Christie's,Sir John Pender,89,"Anchor Inn, Abingdon",882. i3x,23! Agnew,162,15,0
"HUNT, William Henry",4/18/1891,1891,Christie's,,,Ancient Rome,,Lesser,152,5,0
"LELY, Sir Peter",3/14/1867,1867,Robinson and Hetley,Overend Gurney,89,Ancient Tombs in Lycia,0 x 77,Vokins,3675,0,0
"LANDSEER, Charles",4/21/1853,1853,Christie's,Ralph Bernal,89,Ancilla Domine,850 8| x,National Gallery,840,0,0
"RAEBURN, Sir Henry",5/7/1877,1877,Christie's,,,and Mrs. George Wentworth,7x61,Sedelmeyer,304,10,0
"REYNOLDS, Sir Joshua",5/8/1798,1798,H. Phillips,Sir J. Reynolds,,"And the Prayer of Faith, etc",6 x 27^,Leggatt,304,10,0
"LINNELL, John",4/15/1889,1889,Christie's,Felix Vigne,89,Andrea Navagero. Illus.,,C. Doetsch,190,0,0
"MURILLO, Bartolom Estban",5/17/1861,1861,Christie's,Charles Scarisbrick,89,Andrea Palladio.,,Lawrence,189,0,0
"REYNOLDS, Sir Joshua",6/1/1801,1801,Mr. Christie,Hardinge,,Andrew Blake,,Colnaghi,567,0,0
"REYNOLDS, Sir Joshua",4/21/1833,1833,Christie's,Lady de Clifford,,Andrew Dalzel,,,50,8,0
"MORLAND, George",3/24/1888,1888,Christie's,Frederick Fish,89,Andromeda,,Dunstanville,22,1,0
"POTTER, Paul",6/4/1846,1846,Christie's,Edward Higginson,89,Andromeda chained to the Rock,4x60,,,,
"MEISSONNIER, Jean Louis Ernest",3/13/1893,1893,Christie's,,,Angel and Infant. Sketch for Oxford Window,,White,6,6,0
"HALSWELLE, Keeley",2/16/1895,1895,Christie's,,,Angel appearing to Cornelius,,,,,
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,89,Angel appearing to Hagar,,Smith,53,11,0
"MULLER, William James",5/31/1890,1890,Christie's,William Webster,89,Angel appearing to Hagar,,,,,
"RUYSDAEL, Jacob",2/14/1801,1801,Mr. Christie,John Woodhouse,,Angel appearing to Hagar,,,,,
"LANDSEER, Sir Edwin",11/25/1882,1882,Christie's,Vokins,,Angel appearing to Hagar,,,29,5,0
"MARLOW, William",4/24/1880,1880,Christie's,Misses Chaddock,89,Angel appearing to Hagar.,,Farrar,54,0,0
"MORRIS, Philip Richard",1/26/1878,1878,Christie's,E. S. Palmer,89,Angel appearing to Hagar. Large picture,,,,,
"REYNOLDS, Sir Joshua",5/2/1856,1856,Christie's,Samuel Rogers,88,Angel appearing to Joseph in his Sleep.,,Smith,34,13,0
"MULLER, William James",6/4/04,1904,Christie's,J. Orrock,88,Angel appears to Gideon,2 x 26,,,,
"HILLIARD, Nicholas",7/4/1892,1892,Christie's,Charles Magniac,88,Angel assisting St. Francis,,,,,
"LANDSEER, Sir Edwin",5/23/1868,1868,Christie's,,,Angel carrying Spirit of Child,,Turton,105,0,0
"ROSA, Salvator",5/8/1783,1783,"Great Room, King Street",Mr. Bertels,,Angel carrying Spirit of Child,,,146,0,0
"LEWIS, John Frederick",3/5/1887,1887,Christie's,,,"Angel contemplating, etc. Copy",,Danby,52,10,0
"LEWIS, John Frederick",5/17/1879,1879,Christie's,Alfred Brooks,,Angel delivering Peter,,Bishop,178,10,0
"PATER, Jean Baptiste",6/24/09,1909,"Knight, F. & R.",Sir W. Throckmorton,,Angel delivering St. Peter. Manr,859,Bought in,300,0,0
"RUBENS, Sir Peter Paul",6/5/1846,1846,Christie's,Edward Higginson,88,Angel departing from Tobit and Family,,,,,
"LANDSEER, Sir Edwin",5/16/1849,1849,Phillips,,,Angel departing from Tobit's Family,,Walker,105,0,0
"NASMYTH, Patrick",5/14/1860,1860,Christie's,Thomas Ball,88,Angel desiring Hagar to return to Abraham,,,,,
"SANMAN, Enoch",4/8/1788,1788,A Committee at Christie's,"Dr. Newton, etc",,Angel driving Adam and Eve from Paradise,,,37,16,0
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,88,Angel of Light reproving Satan,,,18,18,0
"MIREVELDT, Michael Jansen",11/16/1724,1724,Cock,Mr. Sykes,88,Angel stopping Balaam,,,,,
"HEILBUTH, Ferdinand",4/28/1888,1888,Christie's,,,"Angel, Raphael, and Tobit",,Lane,441,0,0
"REYNOLDS, Sir Joshua",5/8/1885,1885,Christie's,S. Herman de Zoete,88,Angelica and Medora,8x52,,,,
"SCHIAVONI, Andrea Medula, called Il",7/13/1896,1896,Christie's,Lord Leighton,,Angelica and Medora,,,,,
"RUBENS, Sir Peter Paul",6/21/1838,1838,Foster's,John Bartie,88,Angelica Kauffmann,,Renton,98,14,0
"LAWRENCE, Sir Thomas",7/15/11,1911,"Knight, F. & R.",Samson Fox,88,Angelica Kauffmann,,,3,3,0
"LANDSEER, Sir Edwin",4/28/1877,1877,Christie's,Albert Grant,88,Angelica Kauffmann,,Bought in,78,,0
"ROYBET, Ferdinand Victor Lon",3/24/06,1906,Christie's,,,Angelica Kauffmann,,Hind,3,5,0
"MORLAND, George",3/24/1888,1888,Christie's,Frederick Fish,88,Angelica writing name of Medora,4^x10,,10,10,0
"MULLER, William James",5/5/1879,1879,Christie's,Joseph Fenton,88,Angels appearing to Shepherds,,,,,
"LEITCH, William Leighton",3/13/1884,1884,Christie's,W. L. Leitch,88,Angels at Lot's Dwelling,,Naton,140,15,0
"LANDSEER, Sir Edwin",1/19/1884,1884,Christie's,F. Piercy,88,Angels with Flambeaus. Two frescoes,,,,,
"REYNOLDS, Sir Joshua",3/3/1809,1809,Mr. Christie,Hoppner,,Angels' Heads,,Campbell,6,6,0
"LINNELL, John",4/15/1889,1889,Christie's,Felix Vigne,88,Angers,842 5x42,Boswell,609,0,0
NICOLA DI LIBERATORI,6/7/1899,1899,Christie's,Stephano Bardini,87,"Angiers, Normandy",,,75,12,0
"LELY, Sir Peter",3/7/04,1904,Christie's,Townshend Heirlooms,87,Angler and Peasants 011 Road,,Agnew,105,0,0
"HOLLAND, James",4/27/1895,1895,Christie's,James Orrock,87,Angler and Woman,f x nf,Gooden,283,10,0
"MULLER, William James",5/5/1879,1879,Christie's,Joseph Fenton,87,Anglers at Fontainebleau,,Bought in,341,5,0
"OSTADE, Adriaen van",5/6/1892,1892,Christie's,EdwinH. Lawrence,87,Ann Page and Slender,o| x 15^,,16,16,0
"HILLIARD, Nicholas",7/4/1892,1892,Christie's,Charles Magniac,87,Anna Maria Patten,,Lord Winmarleigh,30,9,0
"MORONI, Giovanni Battista",5/19/1860,1860,Christie's,Baronet,87,Anna Maria Schurman. Bessborough coll.,,,,,
"MORLAND, George",5/31/1879,1879,Christie's,James Hughes Anderdon,87,Anna Maria Schurman. Bessborough coll.,,,,,
"LEADER, Benjamin Williams",2/18/1876,1876,Christie's,William Kershaw,87,Anna Maria Shurman,642,Colnaghi,315,0,0
"HUNT, William Henry",5/27/1860,1860,Christie's,John Mitchell,87,"Anna, Marchioness of Ely",,Agnew,241,10,0
"PHILLIP, John",5/17/1884,1884,Christie's,C. J. W,,Anne,4x13^,Bartlett,210,0,0
"HUNT, William Henry",6/6/13,1913,Christie's,F. Nettlefold,87,Anne Boleyn,2x9,-,63,0,0
"MULLER, William James",5/16/1891,1891,Christie's,Robert Lawson,87,"Anne Boleyn, aged 23",536,Bone,106,1,0
"HAMZA, Johann",7/5/1890,1890,Christie's,,,Anne Boyning,,Agnew,220,10,0
"MOLA, Pietro Francesco",4/8/1788,1788,A Committee at Christie's,"Dr. Newton, etc",87,Anne Bullen,,,,,
"NETSCHER, Gaspar",10/22/1849,1849,English & Son,John Hugh Smyth Pigott,87,Anne Bullen,2x9,,78,15,0
"HAMZA, Johann",4/11/1891,1891,Christie's,,,Anne Cunningham Graham.29x23,,Morton,1312,10,0
"RAEBURN, Sir Henry",5/7/1877,1877,Christie's,,,Anne Henshaw (Hon. Mrs. Russell). Illus.50x40,,C. Wertheimer,2415,0,0
"HOLBEIN, Hans, the Younger",11/16/1724,1724,Christie's,Mr. Sykes,87,Anne Hyde,,Smart,8,15,0
"REYNOLDS, Sir Joshua",5/8/1885,1885,Christie's,S. Herman de Zoete,87,"Anne Hyde, Duchess of York",9 x 39,Agnew,252,0,0
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,87,"Anne Hyde, Duchess of York",,,,,
"ROMNEY, George",5/27/1873,1873,Christie's,,,"Anne Hyde, Duchess of York",,,,,
"MACBETH, Robert Walker",2/7/1880,1880,Christie's,H. T. Hall,87,Anne of Austria. Enamel,,Col,52,10,0
"LIPPI, Filippo",6/21/1879,1879,Christie's,Alexander Barker,87,Anne of Cleves Robinson,,,210,0,0
"REYNOLDS, Sir Joshua",4/24/1845,1845,Christie's,Henry Rice,,Anne releasing St. Peter from Prison,,,,,
"LEADER, Benjamin Williams",4/15/1889,1889,Christie's,Felix Vigne,87,"Anne, Countess of Clare. Died 1844",,Watson,300,0,0
"RIBOT, E.",5/25/1895,1895,Robinson and Fisher,Lord Clifden,87,"Anne, Countess of Galloway. Signed 1764",,M. Colnaghi,315,0,0
"MAES, Nicholas",7/8/05,1905,Christie's,,,"Anne, Countess of Guilford.28 J",,Colnaghi,283,10,0
"ROMNEY, George",6/15/1895,1895,Christie's,James Price,,"Anne, Countess of Lincoln, and Harp",,Wyatt,42,0,0
"PHILLIP, John",5/31/1867,1867,Christie's,"John Phillip, R.A",87,"Anne, Countess of Sheffield",9 x 39,Agnew,2940,0,0
"ROMNEY, George",5/8/1897,1897,Christie's,,,"Anne, Edward, and Charles, children of Edward Golding",,Parsons,183,15,0
"MILLAIS, Sir John Everett",4/28/1877,1877,Christie's,Albert Grant,87,"Anne, Lady de la Pole",786 4x58,Duveen,"20,370",0,0
"REYNOLDS, Sir Joshua",3/13/1802,1802,Mr. Christie,Guy Head,,"Anne, Lady Raeburn",,Agnew,850,10,0
"REYNOLDS, Sir Joshua",5/5/1883,1883,Christie's,Mrs. B. Gibbons,,"Anne, Lady Raeburn",,Heugh,997,10,0
"LAWRENCE, Sir Thomas",3/16/1901,1901,Christie's,,,"Anne, Lady Raeburn.58x43",,Agnew,640,10,0
"HOUGHTON, Arthur Boyd",9/21/1887,1887,"Furber, P. & Co.",W. Grapel,87,"Anne, Marchioness Townshend, and Son",3^ x 19^,Vokins,378,0,0
"HOLBEIN, Hans, the Younger",11/19/08,1908,Robinson and Fisher,Martin Colnaghi,86,"AnneHyde,Duchess of York",6x50,McLean,94,10,0
"HOPPNER, John",5/8/1897,1897,Christie's,,,Annunciation,,Sir W. Curtis,399,0,0
"RAEBURN, Sir Henry",7/5/1902,1902,Christie's,Sir William Cunlifife Brooks,,Annunciation and Glory of Angels,,Croft,215,10,0
"RIBOT, E.",5/25/1895,1895,Robinson and Fisher,Lord Clifden,86,Annunciation of Virgin,855. Dg.,Agnew,89,5,0
"MULLER, William James",5/16/1891,1891,Christie's,Robert Lawson,86,Another deceptio visus. In enamel,,,52,10,0
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,86,Another deceptio visus. In oil,,,,,
"PIOT, A",2/12/1881,1881,Christie's,Charles Kurtz,,Anslo in his Study with Wife,9 x 80,,189,0,0
"HOLBEIN, Hans, the Younger",11/16/1724,1724,Christie's,Mr. Sykes,86,Antechamber of Inquisition,,,595,7,0
"RAEBURN, Sir Henry",3/17/1888,1888,Christie's,,,Anthony and Christ.,,Agnew,1218,0,0
"RAEBURN, Sir Henry",5/8/1877,1877,Christie's,,,Anthony and Infant,3J x 81,Davis,2362,10,0
"PHILLIP, John",4/27/1895,1895,Christie's,James Orrock,86,Anthony Chamier,,Agnew,99,15,0
"NATTIER, Jean Marc",6/18/1887,1887,Christie's,Earl of Lonsdale,86,Anthony Chamier. Illustrated.,,Agnew,472,10,0
"O'NEILL, George Bernard",2/16/1895,1895,Christie's,,,Anthony de Padua,,,32,11,0
"JANSSENS, Hieronymus",7/21/1900,1900,Christie's,,,Anthony embracing Infant Christ,,,,,
"MIERIS, William",5/2/1846,1846,Christie's,,,Anthony holding a Book,0 x 40,,10,0,0
"HARPIGNIES, Henri.",6/21/07,1907,Christie's,,,Anthony of Padua,2 x 48 outside frame,,42,0,0
"RICHARDSON, Thomas Miles",4/30/1894,1894,Christie's,,,"Anthony's Day, Rome",3 x 45,Innes,430,10,0
"LEADER, Benjamin Williams",2/18/1876,1876,Christie's,William Kershaw,86,Anticipation. Drawing,2x15^,Agnew,162,15,0
"RYCKAERT, David",5/8/1783,1783,"Great Room, King Street",Mr. Bertels,,Antigone mourning over Patroclus's Body,,,,,
"HILLIARD, Nicholas",7/4/1892,1892,Christie's,Charles Magniac,86,Antique Temple in a Round,,West,18,6,0
"MORLAND, George",1792,1792,Exhibition,,,Antiques,9x39,Bought in,215,5,0
"NASMYTH, Patrick",5/7/1887,1887,Christie's,,,Antiquities,,Bought in,162,15,0
"LE NAIN, Antoine, Louis, and Mathieu",3/31/06,1906,Christie's,,,Antiquities,,McLean,105,0,0
"MOORE, Henry",5/30/13,1913,Christie's,G. McCulloch,86,"Antiquities, Venice",846,Wells,120,15,0
"RAPHAEL, Sanzio",4/8/1786,1786,A Committee at Christie's,Noel Desenfans,86,Antoine Coysevox,,Millns,115,10,0
"MACBETH, Robert Walker",2/7/1880,1880,Christie's,H. T. Hall,86,Antonia,863 2^ x 30J,Agnew,157,10,0
"LELY, Sir Peter",7/17/07,1907,Trollope,Duke of Sutherland,86,Antonio Canova,3! x 19,Wallis,162,15,0
"HONTHORST, Gerard",3/24/1792,1792,Mr. Christie,,,Antonio Canova,,,11,0,6
PATERRE,3/11/1741,1741,Cock,Earl of Oxford,,Antonio Canova,,Pawsey and Payne,126,0,0
"LINNELL, John",5/13/1864,1864,Christie's,John Mayor Threlfall,86,Antony and Cleopatra,,Lord Hertford,110,5,0
"LINNELL, John",6/6/1863,1863,Christie's,John Guest,86,Antwerp during Spanish Occupation,0 x 30,Laurie,1470,0,0
"MARIS, William",4/22/1895,1895,Christie's,,,Anxiety,6x21,Mace,94,10,0
"REYNOLDS, Sir Joshua",10/22/1849,1849,English & Co.,John Hugh Smyth Pigott,86,ApenninesBeggar and Ferry,,Gardner,598,10,0
"HOGARTH, William",4/22/1828,1828,E. Foster,John Jackson,86,ApenninesFerry Boat,,Leggatt,210,0,0
"RAPHAEL, Sanzio",5/13/1902,1902,Christie's,Sir J. C. Robinson,86,ApenninesGroup conversing with Beggar and three Friends,,,472,10,0
"POYNTER, Sir Edward",4/30/1898,1898,Christie's,,,"ApenninesSportsman on Road, Cascade",,,194,5,0
"LINNELL, William",6/18/1892,1892,Christie's,,,Apollo,,Griffiths,472,10,0
"MILLAIS, Sir John Everett",4/28/1877,1877,Christie's,Albert Grant,86,Apollo and Daphne,,,,,
"MORGAN, John",3/7/1891,1891,Christie's,E. Fox White,86,Apollo and Daphne,,Hope,210,0,0
HOOK. James Clarke,4/30/1881,1881,Christie's,Col. Holdsworth,,Apollo and Daphne,,,28,7,0
"NETSCHER, Gaspar",4/15/1791,1791,Greenwood,,,Apollo and Daphne,,,,,
"HOLBEIN, Hans, the Younger",7/4/1892,1892,Christie's,Charles Magniac,85,Apollo and Daphne.,,Lord Northwick,309,15,0
"PINWELL, George John",3/16/1876,1876,Christie's,G. J. Pinwell,85,Apollo and Daphne. Lord Radstock coll.,,,246,15,0
"REYNOLDS, Sir Joshua",5/17/1842,1842,Robins,Strawberry Hill,,Apollo and Marsyas,,Passed,,,
"REYNOLDS, Sir Joshua",8/7/1880,1880,Christie's,Earl of Hardwicke,85,Apollo and Marsyas. From Gharardesio Palace,,,,,
"JANSSEN, or JOHNSON, Cornelius",6/9/1888,1888,Christie's,Marquess of Exeter,85,Apollo and the Muses,,,,,
"PATEL, Pierre and Pierre Antoine",4/8/1786,1786,A Committee at Christie's,Noel Desenfans,85,Apollo and the MusesCountry and Rivers,,,,,
"NASMYTH, Patrick",3/24/1888,1888,Christie's,Frederick Fish,85,Apollo and the Sybel,,Lord Hertford,1785,0,0
"MOORE, Henry",5/30/13,1913,Christie's,G. McCulloch,85,Apollo and Venus,,Arnot,451,10,0
"KAUFFMANN, Angelica",6/21/1838,1838,Foster's,John Bartie,85,"Apollo as Plenty, etc.",,,13,2,6
"MORLAND, George",4/19/1902,1902,Christie's,,,Apollo condemning Marsias,,,110,5,0
"HUNT, William Henry",4/21/1853,1853,Christie's,,,Apollo crowning Merit and punishing Arrogance.25x19,,,,,
"LEADER, Benjamin Williams",2/18/1876,1876,Christie's,William Kershaw,85,Apollo flaying Marsias,,,,,
"HUNT, William Henry",4/22/1853,1853,Christie's,,,Apollo rewarding Merit. Sketch. Engraved by Strange,,,,,
"PINWELL, George John",12/13/09,1909,Christie's,,,Apostles. Engraved,,Garrett,44,2,0
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,85,Apotheosis of a Pope. Sketch,,,,,
"LANDSEER, Sir Edwin",5/16/1849,1849,Phillips,,,Apotheosis of Infant Prince Alfred. Sketch,,Bought in,10,10,0
"MILLAIS, Sir John Everett",4/28/1877,1877,Christie's,Albert Grant,85,Apotheosis of James I. Study,,Tiffin,84,0,0
"HARDY, Frederick Daniel",3/23/1889,1889,Christie's,,,Apple and Filbert. Drawing,,,,,
"NICOL, Erskine",3/11/1899,1899,Christie's,,,Apple and Medlars,,Moore,10,0,0
"REID, John R.",5/29/13,1913,Christie's,G. McCulloch,85,Apple Blossom,f x sJ,,,,
"PHILLIP, John",6/6/1863,1863,Christie's,John Guest,85,Apple Blossom and Bird's Nest,,,141,15,0
"POTTER, Paul",5/28/1897,1897,Robinson and Fisher,Col. Unthank,85,Apple Blossom and Bird's Nest. Drawing,,Pennell,74,11,0
"RAPHAEL, Sanzio",10/22/1849,1849,English & Son,J. H. S. Pigott,85,Apple Blossom and Nest,} x 14,,115,10,0
"ROTHWELL, Richard",4/23/1872,1872,Phillips,William W. Pearce,85,Apple Blossom and Nest,x n,Vokins,120,15,0
"KNAUS, Ludwig",4/23/1898,1898,Christie's,,,Apple Blossom and Nest,| x 11. Heugh collection,Vokins,99,15,0
"KNELLER, Sir Godfrey",3/7/04,1904,Christie's,Townshend Heirlooms,84,"Apple Blossom, Primroses, and Nest",x12,Agnew,151,15,0
"LINNELL, John",5/14/1860,1860,Christie's,Thomas Ball,84,Apple Blossoms,859 0 x 44,Croft,483,0,0
"HOLBEIN, Hans, the Younger",7/4/1892,1892,Christie's,Charles Magniac,84,Apple Blossoms,x,Moore,40,19,0
"ROMNEY, George",5/25/1894,1894,Christie's,Miss Romney,84,Apple Blossoms,859,E. F. White,1050,0,0
"RUBENS, Sir Peter Paul",4/8/1786,1786,A Committee at Christie's,Noel Desenfans,84,Apple Blossoms,,Watkins,1459,10,0
"NASMYTH, Patrick",3/24/1888,1888,Christie's,Frederick Fish,84,Apple Blossoms,859 3J x 68,Clarke,693,0,0
"KNAUS, Ludwig",5/5/1888,1888,Christie's,,,Apple Stores,,Galway,430,10,0
"SCHIAVONI, Andrea Medula, called Il",6/9/1790,1790,Denew and Dawson,Gentleman,,"Apple, Grapes, and Strawberries. Drawing",,,32,11,0
"NICOL, Erskine",7/12/07,1907,Christie's,,,APPleGatherers,7 x 48,Hollender,735,0,0
"NICOL, Erskine",9/24/1903,1903,Branch & Leete,,,"Apples and Haws. Oval, iojx i2j",,Agnew,115,10,0
"LANDSEER, Sir Edwin",5/16/1849,1849,Phillips,,,Apples and Haws. Wade collection,,Bought in,162,15,0
"NESFIELD, William Andrews",5/7/1875,1875,Christie's,William Leaf,84,"Apples, Grapes, etc. Drawing",x5,Agnew,32,11,0
REMBRANDT VAN RHYN,6/21/1838,1838,Foster's,John Bartie,84,Apres le Maitre,ijx 16,T. Lloyd,210,0,0
"METZU, Gabriel",4/30/1847,1847,Christie's,John Rogers,84,Aqua Benedita,5 x 27,Agnew,1470,0,0
"LINGELBACH, Jan",4/6/1876,1876,Christie's,Albert Levy,84,Aqua Benedita,7^*34,Gooden,703,10,0
"LE BRUN, Madame Vige",6/7/1899,1899,Christie's,Stephano Bardini,84,Aqua Benita,883. Drawing 0x24!,Tooth,126,0,0
HOOK. James Clarke,5/1/1897,1897,Christie's,,,Aquatic Birds,,Lesser,273,0,0
HOOK. James Clarke,3/21/1899,1899,"Capes, Dunn and Pilcher",,,Arab Caravan,,Goldman,120,15,0
"LEE, Frederick Richard",3/17/1900,1900,Christie's,,,Arab Chiefs.23x 37^,,Grant,357,0,0
REMBRANDT VAN RHYN,4/7/1838,1838,Christie's,,,Arab Chiefs.23x 37^,,Wallis,351,15,0
"LEADER, Benjamin Williams",2/18/1876,1876,Christie's,William Kershaw,84,Arab Encampment,,Seeley,325,10,0
"PRADILLO, Francesco",5/29/1897,1897,Christie's,,,Arab Family,,Bought in,210,0,0
"MORLAND, George",12/8/1894,1894,Christie's,,,Arab Horseman,,Obach,420,0,0
REMBRANDT VAN RHYN,5/23/1886,1886,Christie's,Sir W. Knighton,84,Arab Horseman and Shell. Illustrated.,,Knoedler,1029,0,0
"RIVIERE, Britton",3/22/1884,1884,Christie's,E.C.Potter,,Arab Horsemen,,Lindlar,777,0,0
"REYNOLDS, Sir Joshua",8/7/1880,1880,Christie's,EarlofHardwicke,84,Arab Scribe,,Vokins,483,0,0
"MORONI, Giovanni Battista",4/23/1872,1872,Phillips,William W. Pearce,84,Arab Scribes at Algiers,,Wallis,126,0,0
"HUNT, William Henry",5/27/1860,1860,Christie's,John Mitchell,84,Arab Shepherds,842,Agnew,2730,0,0
"PETTIE, John",5/29/13,1913,Christie's,G. McCulloch,84,"Arab Tower, Rhodes",,,43,1,0
"PALMER, Samuel",3/17/1883,1883,Christie's,George Gurney,84,Arabella Stuart,^ x if,Davis,73,10,0
HALL,3/25/1885,1885,Christie's,Henry G.Bohn,84,Arabella Stuart,,H. H. Gibbs,94,10,0
"MARIS, James",5/23/13,1913,Christie's,G. McCulloch,,Arabian Cavalier,,Bought in,336,0,0
"MARIS, William",5/4/1889,1889,Christie's,,,Arabs Hunting,,Bought in,330,15,0
"PHILLIP, John",5/26/1860,1860,Christie's,,,Arabs on a March,,Mendoza,190,1,0
"HOGARTH, William",3/23/1878,1878,Christie's,J. S. Steele,,Arabs Resting.,,Lennox,472,10,0
"HERKOMER, Sir Hubert",4/18/1831,1831,Christie's,,,Arabs Retreat.1853,,Agnew,609,0,0
"RIVIERE, Britton",3/5/10,1910,Christie's,,,Arabs.24x32,,Koekkoek,262,10,0
"MULLER, William James",5/16/1891,1891,Christie's,Robert Lawson,84,Arcade of Doge's Palace. Drawing,,Agnew,141,15,0
"LELY, Sir Peter",4/23/1872,1872,Phillips,William W. Pearce,84,Arcade of Rialto. Drawing,if x 17,Agnew,99,15,0
"MILLAIS, Sir John Everett",4/28/1877,1877,Christie's,Albert Grant,84,Arcadian Shepherds,856 6x35,Boswell,252,0,0
"LINNELL, John",6/6/1863,1863,Christie's,John Guest,84,Arcadian Shepherds,,Polak,430,10,0
"NASMYTH, Patrick",3/24/1888,1888,Christie's,Frederick Fish,83,Arcadian Shepherds,6x25,Polak,162,15,0
"MERCIER, Philip",7/21/11,1911,Christie's,,,Arch of a BridgeWoman Milking,,Lord Hertford,40,19,0
